expName,curec_ID,session_nr,date,end_date,participant,age,gender,max_strength,block_count,trial_count,block_action_type,block_global_effort_state,block_attention_focus,trial_effort,trial_outcome,response,response_time,result,points,cumulative_points,effort_trace,effort_expended,effort_response_time
reward-effort-pgACC-TUS,R88533/RE002,1,2024-06-11_15h25.32.605,None,999,,,2.686106363932292,0,1,approach,true,outome,85,100,accept,0.7094435409962898,success,100,100,"[-151.0, -151.0, -152.0, -152.0, -154.0, -154.0, -154.0, -154.0, -154.0, -154.0, -154.0, -155.0, -155.0, -155.0, -155.0, -154.0, -147.0, -144.0, -125.0, -113.0, -109.0, -108.0, -106.0, -103.0, -96.0, -75.0, -58.0, -51.0, -46.0, -45.0, -44.0, -42.0, -40.0, -39.0, -36.0, -31.0, -24.0, -13.0, -2.0, -1.0, 4.0, 5.0, 7.0, 8.0, 11.0, 14.0, 25.0, 33.0, 38.0, 44.0, 46.0, 46.0, 49.0, 52.0, 54.0, 55.0, 56.0, 57.0, 57.0, 58.0, 60.0, 67.0, 69.0, 76.0, 76.0, 77.0, 78.0, 79.0, 80.0, 80.0, 81.0, 82.0, 84.0, 84.0, 85.0, 85.0, 85.0, 85.0, 86.0, 86.0, 87.0, 88.0, 89.0, 89.0, 89.0, 90.0, 90.0, 90.0, 91.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0, 92.0]",91.075,3.1237504580058157
reward-effort-pgACC-TUS,R88533/RE002,1,2024-06-11_15h25.32.605,None,999,,,2.686106363932292,0,2,approach,true,outome,70,100,reject,1.0580783329933183,None,0,100,"null",None,None
